test_name,bleu_score,corpus_rouge1,corpus_rouge2,corpus_rougeL,corpus_bertscore_f1
adapted_12b_extended-xl-short-three,11.88,42.76,19.30,37.76,73.82
adapted_12b_extended-xl-short-three-rci,12.75,42.92,19.39,37.51,73.97
