test_name,bleu_score,corpus_rouge1,corpus_rouge2,corpus_rougeL,corpus_bertscore_f1
adapted_12b_extended-long-zero,12.93,47.38,20.14,37.82,72.16
adapted_12b_extended-long-zero-rci,12.96,47.40,19.57,37.30,72.14
