test_name,bleu_score,corpus_rouge1,corpus_rouge2,corpus_rougeL,corpus_bertscore_f1
adapted_12b_core-xl-long-three,9.89,45.67,17.56,35.99,70.96
adapted_12b_core-xl-long-three-rci,10.86,47.49,18.66,37.01,71.70
