id,base_score,adapted_score,diff
2,56.00000000000001,50.90909090909091,-5.090909090909101
3,44.44444444444445,45.6140350877193,1.1695906432748515
4,46.875,57.14285714285715,10.267857142857153
5,40.57971014492754,34.48275862068965,-6.0969515242378876
7,36.8421052631579,41.26984126984127,4.427736006683375
8,58.620689655172406,53.333333333333336,-5.28735632183907
10,63.888888888888886,73.97260273972601,10.083713850837128
11,35.99999999999999,59.09090909090908,23.090909090909086
12,41.7910447761194,47.61904761904761,5.828002842928214
13,36.36363636363637,50.793650793650805,14.430014430014438
14,54.83870967741936,66.66666666666667,11.827956989247312
15,46.15384615384615,38.46153846153846,-7.692307692307693
16,60.273972602739725,60.00000000000001,-0.27397260273971824
17,54.90196078431373,45.28301886792453,-9.618941916389197
18,68.57142857142857,55.81395348837209,-12.757475083056477
19,95.45454545454544,83.72093023255815,-11.733615221987293
20,38.70967741935484,27.27272727272727,-11.43695014662757
21,39.3939393939394,44.44444444444444,5.050505050505045
22,72.22222222222221,80.0,7.777777777777786
23,60.0,55.81395348837209,-4.186046511627907
24,68.18181818181819,50.0,-18.181818181818187
25,50.0,78.87323943661971,28.873239436619713
28,57.14285714285715,58.53658536585365,1.3937282229964936
29,62.96296296296296,57.14285714285714,-5.820105820105823
30,44.067796610169495,53.57142857142857,9.503631961259075
31,90.56603773584904,65.45454545454545,-25.111492281303583
32,46.15384615384615,51.72413793103448,5.570291777188324
33,26.666666666666668,68.18181818181817,41.5151515151515
34,46.66666666666666,59.34065934065934,12.673992673992686
35,45.90163934426229,54.54545454545454,8.643815201192247
36,55.73770491803278,72.41379310344827,16.676088185415487
38,28.125,22.58064516129032,-5.54435483870968
39,45.07042253521127,52.05479452054794,6.984371985336665
40,54.54545454545454,53.84615384615385,-0.6993006993006929
41,68.0,66.66666666666666,-1.3333333333333428
42,46.80851063829788,53.33333333333332,6.524822695035439
43,62.5,69.84126984126983,7.341269841269835
44,69.44444444444444,57.89473684210528,-11.549707602339161
45,85.71428571428572,68.29268292682927,-17.42160278745645
46,39.28571428571428,56.66666666666666,17.38095238095238
47,51.61290322580646,47.368421052631575,-4.244482173174887
48,56.14035087719298,44.89795918367347,-11.242391693519508
49,55.99999999999999,73.07692307692307,17.076923076923073
50,59.375,47.45762711864406,-11.917372881355938
53,65.0,57.777777777777786,-7.222222222222214
54,51.51515151515152,54.83870967741935,3.3235581622678296
56,50.0,39.285714285714285,-10.714285714285715
57,57.627118644067785,51.61290322580645,-6.014215418261337
58,43.13725490196079,39.02439024390244,-4.112864658058349
59,46.51162790697674,56.75675675675676,10.245128849780016
60,56.00000000000001,56.66666666666666,0.6666666666666501
61,45.71428571428572,21.27659574468085,-24.43768996960487
62,52.459016393442624,41.791044776119406,-10.667971617323218
63,38.888888888888886,41.02564102564102,2.1367521367521363
64,52.0,49.12280701754386,-2.877192982456137
65,56.66666666666666,53.333333333333336,-3.3333333333333215
66,62.85714285714285,54.54545454545456,-8.311688311688286
67,50.0,28.125,-21.875
68,61.224489795918366,66.66666666666666,5.442176870748291
69,31.578947368421044,35.483870967741936,3.9049235993208917
70,29.268292682926838,26.666666666666668,-2.6016260162601696
71,43.90243902439025,59.45945945945946,15.557020435069212
72,51.61290322580646,43.75,-7.862903225806463
73,55.73770491803278,38.35616438356165,-17.381540534471135
74,39.344262295081975,49.275362318840585,9.93110002375861
75,54.23728813559322,78.43137254901961,24.194084413426395
78,81.57894736842107,86.84210526315789,5.263157894736821
79,67.44186046511628,52.87356321839081,-14.568297246725471
80,63.01369863013699,66.66666666666666,3.652968036529664
81,86.48648648648648,88.31168831168831,1.8252018252018303
82,76.19047619047619,80.0,3.80952380952381
83,79.36507936507937,81.81818181818183,2.45310245310246
85,46.15384615384615,51.85185185185186,5.6980056980057086
86,38.80597014925373,33.33333333333333,-5.472636815920403
87,48.00000000000001,49.99999999999999,1.9999999999999858
88,45.54455445544555,48.14814814814815,2.603593692702603
89,55.38461538461539,41.66666666666667,-13.717948717948715
90,64.36781609195403,51.16279069767442,-13.205025394279609
91,51.76470588235295,49.31506849315069,-2.449637389202259
92,40.54054054054054,50.0,9.45945945945946
93,51.21951219512195,52.49999999999999,1.2804878048780424
94,53.333333333333336,63.15789473684211,9.824561403508774
95,51.51515151515152,57.53424657534247,6.019095060190949
96,71.64179104477613,60.86956521739131,-10.772225827384815
97,60.67415730337078,58.69565217391305,-1.97850512945773
98,53.65853658536586,53.333333333333336,-0.325203252032523
99,48.57142857142858,49.35064935064935,0.7792207792207719
100,50.0,46.15384615384615,-3.8461538461538467
