id,base_score,adapted_score,diff
2,72.72727272727272,50.0,-22.72727272727272
3,55.81395348837209,73.68421052631578,17.870257037943688
4,53.333333333333336,53.333333333333336,0.0
5,25.80645161290323,25.80645161290323,0.0
7,44.44444444444444,57.14285714285714,12.698412698412696
8,30.769230769230766,54.54545454545454,23.776223776223773
10,56.250000000000014,75.86206896551724,19.612068965517224
11,41.66666666666666,60.0,18.333333333333343
12,42.85714285714285,22.85714285714285,-19.999999999999996
13,22.222222222222225,22.222222222222225,0.0
14,34.78260869565217,57.14285714285713,22.36024844720496
15,40.0,59.25925925925927,19.259259259259267
16,18.181818181818183,23.07692307692308,4.895104895104897
17,50.0,47.61904761904762,-2.3809523809523796
18,37.03703703703704,32.0,-5.037037037037038
19,66.66666666666667,66.66666666666667,0.0
20,20.0,56.00000000000001,36.00000000000001
21,24.24242424242424,30.303030303030305,6.060606060606066
22,96.2962962962963,53.333333333333336,-42.96296296296297
23,59.25925925925927,64.0,4.740740740740733
24,52.63157894736842,76.1904761904762,23.558897243107786
25,43.47826086956522,43.47826086956522,0.0
28,38.46153846153846,51.85185185185185,13.390313390313388
29,10.81081081081081,16.216216216216214,5.4054054054054035
30,38.70967741935484,45.45454545454545,6.744868035190613
31,46.15384615384615,50.0,3.8461538461538467
32,42.42424242424242,53.333333333333336,10.909090909090914
33,43.47826086956522,59.25925925925927,15.780998389694048
34,31.57894736842105,26.31578947368421,-5.2631578947368425
35,57.14285714285715,54.54545454545456,-2.597402597402592
36,70.96774193548387,59.25925925925927,-11.708482676224605
38,33.33333333333333,26.31578947368421,-7.01754385964912
39,28.571428571428577,43.47826086956522,14.906832298136642
40,66.66666666666667,36.36363636363637,-30.303030303030305
41,57.14285714285715,57.14285714285715,0.0
42,52.17391304347826,52.17391304347826,0.0
43,7.142857142857144,7.142857142857144,0.0
44,20.689655172413797,29.629629629629637,8.93997445721584
45,42.85714285714285,44.44444444444444,1.5873015873015959
46,38.70967741935484,25.80645161290323,-12.903225806451609
47,38.0952380952381,82.3529411764706,44.25770308123249
48,53.333333333333336,33.333333333333336,-20.0
49,31.57894736842105,66.66666666666666,35.0877192982456
50,56.00000000000001,23.07692307692308,-32.92307692307693
53,66.66666666666666,64.0,-2.666666666666657
54,37.03703703703704,31.25,-5.787037037037038
56,58.06451612903225,37.03703703703704,-21.02747909199521
57,37.83783783783783,66.66666666666667,28.82882882882884
58,14.285714285714288,14.285714285714288,0.0
59,24.24242424242425,32.25806451612903,8.015640273704783
60,46.15384615384615,48.00000000000001,1.8461538461538538
61,36.36363636363636,52.63157894736842,16.267942583732058
62,32.25806451612903,22.222222222222225,-10.035842293906807
63,29.629629629629623,40.0,10.370370370370377
64,53.333333333333336,42.85714285714285,-10.476190476190489
65,51.61290322580646,58.06451612903226,6.451612903225801
66,33.33333333333333,33.33333333333333,0.0
67,27.77777777777778,25.0,-2.7777777777777786
68,59.25925925925925,53.84615384615385,-5.413105413105406
69,11.76470588235294,10.256410256410255,-1.5082956259426847
70,29.629629629629637,38.46153846153846,8.831908831908823
71,46.15384615384615,46.15384615384615,0.0
72,46.15384615384615,29.268292682926838,-16.885553470919316
73,32.25806451612903,46.66666666666666,14.408602150537625
74,56.25,61.11111111111112,4.861111111111121
75,45.16129032258064,41.66666666666666,-3.4946236559139834
78,75.0,90.0,15.0
79,36.36363636363636,32.558139534883715,-3.805496828752645
80,48.27586206896552,45.16129032258064,-3.1145717463848825
81,66.66666666666666,64.28571428571429,-2.3809523809523654
82,64.70588235294117,64.70588235294117,0.0
83,49.99999999999999,49.99999999999999,0.0
85,28.571428571428577,32.25806451612903,3.6866359447004555
86,44.44444444444445,42.10526315789474,-2.33918128654971
87,33.33333333333333,30.303030303030305,-3.030303030303024
88,50.0,41.17647058823529,-8.82352941176471
89,47.05882352941176,44.44444444444444,-2.614379084967318
90,50.0,43.75,-6.25
91,30.76923076923077,38.88888888888889,8.119658119658123
92,24.24242424242425,29.629629629629623,5.387205387205373
93,18.181818181818183,30.303030303030305,12.121212121212121
94,47.99999999999999,54.54545454545454,6.545454545454547
95,28.571428571428577,33.33333333333333,4.761904761904752
96,60.0,47.61904761904762,-12.38095238095238
97,45.16129032258064,48.0,2.8387096774193594
98,48.48484848484849,38.0952380952381,-10.38961038961039
99,55.55555555555556,55.55555555555556,0.0
100,40.0,38.46153846153847,-1.538461538461533
