test_name,bleu_score,corpus_rouge1,corpus_rouge2,corpus_rougeL,corpus_bertscore_f1
adapted_12b_extended-xl-long-one,10.72,47.07,18.95,37.28,72.13
adapted_12b_extended-xl-long-one-rci,12.07,48.54,20.24,38.60,72.75
