test_name,bleu_score,corpus_rouge1,corpus_rouge2,corpus_rougeL,corpus_bertscore_f1
base_12b-short-zero,7.63,44.19,18.70,37.05,73.21
base_12b-short-zero-rci,7.28,42.36,17.46,36.26,72.93
