test_name,bleu_score,corpus_rouge1,corpus_rouge2,corpus_rougeL,corpus_bertscore_f1
base_12b-xl-long-one,11.13,48.76,18.50,38.38,72.93
base_12b-xl-long-one-rci,10.41,47.69,18.51,37.56,72.77
