test_name,language,bleu_score,corpus_rouge1,corpus_rouge2,corpus_rougeL,corpus_bertscore_f1
adapted_12b_core-xl-short-three,c,6.05,43.02,16.35,37.32,71.88
adapted_12b_core-xl-short-three,cpp,8.90,36.89,15.80,33.26,72.32
adapted_12b_core-xl-short-three,java,11.49,45.54,21.56,39.84,71.86
adapted_12b_core-xl-short-three,python,13.93,46.83,22.08,41.69,74.77
adapted_12b_core-xl-short-three-rci,c,6.05,42.96,15.71,36.10,71.97
adapted_12b_core-xl-short-three-rci,cpp,8.30,36.73,15.56,33.15,72.78
adapted_12b_core-xl-short-three-rci,java,12.45,46.79,23.22,40.04,72.26
adapted_12b_core-xl-short-three-rci,python,16.11,45.56,21.30,41.30,74.67
