test_name,language,bleu_score,corpus_rouge1,corpus_rouge2,corpus_rougeL,corpus_bertscore_f1
adapted_12b_core-short-zero,c,6.16,45.67,18.73,37.79,74.58
adapted_12b_core-short-zero,cpp,6.62,36.77,13.26,31.93,73.83
adapted_12b_core-short-zero,java,6.37,42.43,17.49,35.20,70.13
adapted_12b_core-short-zero,python,12.50,49.17,26.69,43.79,74.35
adapted_12b_core-short-zero-rci,c,7.20,47.14,19.34,38.85,75.34
adapted_12b_core-short-zero-rci,cpp,5.56,36.43,12.42,30.24,72.69
adapted_12b_core-short-zero-rci,java,5.47,45.41,19.79,38.81,71.84
adapted_12b_core-short-zero-rci,python,9.36,49.41,24.20,43.48,74.06
