test_name,language,bleu_score,corpus_rouge1,corpus_rouge2,corpus_rougeL,corpus_bertscore_f1
adapted_12b_core-xl-long-three,c,6.86,45.91,15.31,34.27,69.29
adapted_12b_core-xl-long-three,cpp,9.63,42.48,16.72,32.97,69.56
adapted_12b_core-xl-long-three,java,10.15,47.57,18.66,36.05,70.60
adapted_12b_core-xl-long-three,python,15.55,49.48,22.59,40.48,72.35
adapted_12b_core-xl-long-three-rci,c,8.58,47.19,16.29,35.43,70.10
adapted_12b_core-xl-long-three-rci,cpp,9.95,42.73,16.65,33.20,70.00
adapted_12b_core-xl-long-three-rci,java,11.54,49.54,19.59,36.85,71.20
adapted_12b_core-xl-long-three-rci,python,14.95,50.27,22.69,40.11,72.77
